"Station","Air Quality","Longitude","Latitude","O3 Hour","O3 Quality","O3 Value","NO2 Hour","NO2 Quality","NO2 Value","PM10 Hour","PM10 Quality","PM10 Value","Generated","Date Time"
"Barcelona - Vall Hebron","Good",2.148,41.4261,"0h","Good",30,"0h","Good",29,NA,NA,NA,"02/11/2018 0:00",1541113503
"Barcelona - Palau Reial","Good",2.1151,41.3875,"0h","Good",31,"0h","Good",19,"0h","Good",9,"02/11/2018 0:00",1541113503
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"0h","Good",53,"0h","Good",8,"02/11/2018 0:00",1541113503
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"0h","Good",66,"0h","Good",6,"0h","Good",7,"02/11/2018 0:00",1541113503
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"0h","Good",41,NA,NA,NA,"02/11/2018 1:00",1541117103
"Barcelona - Eixample","Good",2.1538,41.3853,"0h","Good",4,"0h","Good",57,"0h","Good",13,"02/11/2018 1:00",1541117103
"Barcelona - Gràcia","Good",2.1534,41.3987,"0h","Good",20,"0h","Good",38,NA,NA,NA,"02/11/2018 1:00",1541117103
"Barcelona - Ciutadella","Good",2.1874,41.3864,"0h","Good",11,"0h","Good",48,NA,NA,NA,"02/11/2018 1:00",1541117103
"Barcelona - Vall Hebron","Good",2.148,41.4261,"0h","Good",31,"0h","Good",22,NA,NA,NA,"02/11/2018 1:00",1541117103
"Barcelona - Palau Reial","Good",2.1151,41.3875,"0h","Good",22,"0h","Good",25,"1h","Good",9,"02/11/2018 1:00",1541117103
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"0h","Good",47,"1h","Good",8,"02/11/2018 1:00",1541117103
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"0h","Good",72,"0h","Good",3,"1h","Good",7,"02/11/2018 1:00",1541117103
"Barcelona - Sants","--",2.1331,41.3788,NA,NA,NA,"0h","--",NA,NA,NA,NA,"02/11/2018 2:00",1541120703
"Barcelona - Eixample","Good",2.1538,41.3853,"1h","Good",4,"1h","Good",65,"2h","Good",14,"02/11/2018 2:00",1541120703
"Barcelona - Gràcia","Good",2.1534,41.3987,"1h","Good",28,"1h","Good",29,NA,NA,NA,"02/11/2018 2:00",1541120703
"Barcelona - Ciutadella","Good",2.1874,41.3864,"1h","Good",16,"1h","Good",40,NA,NA,NA,"02/11/2018 2:00",1541120703
"Barcelona - Vall Hebron","Good",2.148,41.4261,"1h","Good",40,"1h","Good",15,NA,NA,NA,"02/11/2018 2:00",1541120703
"Barcelona - Palau Reial","Good",2.1151,41.3875,"1h","Good",47,"1h","Good",4,"2h","Good",9,"02/11/2018 2:00",1541120703
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"1h","Good",45,"2h","Good",9,"02/11/2018 2:00",1541120703
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"1h","Good",70,"1h","Good",3,"1h","Good",7,"02/11/2018 2:00",1541120703
"Barcelona - Sants","--",2.1331,41.3788,NA,NA,NA,"1h","--",NA,NA,NA,NA,"02/11/2018 3:00",1541124303
"Barcelona - Eixample","Good",2.1538,41.3853,"2h","Good",10,"2h","Good",48,"3h","Good",14,"02/11/2018 3:00",1541124303
"Barcelona - Gràcia","Good",2.1534,41.3987,"2h","Good",32,"2h","Good",24,NA,NA,NA,"02/11/2018 3:00",1541124303
"Barcelona - Ciutadella","Good",2.1874,41.3864,"2h","Good",27,"2h","Good",24,NA,NA,NA,"02/11/2018 3:00",1541124303
"Barcelona - Vall Hebron","Good",2.148,41.4261,"2h","Good",47,"2h","Good",9,NA,NA,NA,"02/11/2018 3:00",1541124303
"Barcelona - Palau Reial","Good",2.1151,41.3875,"2h","Good",50,"2h","Good",2,"3h","Good",9,"02/11/2018 3:00",1541124303
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"2h","Good",41,"3h","Good",9,"02/11/2018 3:00",1541124303
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"2h","Good",72,"2h","Good",2,"3h","Good",7,"02/11/2018 3:00",1541124303
"Barcelona - Sants","--",2.1331,41.3788,NA,NA,NA,"1h","--",NA,NA,NA,NA,"02/11/2018 4:00",1541127903
"Barcelona - Eixample","Good",2.1538,41.3853,"3h","Good",3,"3h","Good",52,"3h","Good",14,"02/11/2018 4:00",1541127903
"Barcelona - Gràcia","Good",2.1534,41.3987,"3h","Good",28,"3h","Good",25,NA,NA,NA,"02/11/2018 4:00",1541127903
"Barcelona - Ciutadella","Good",2.1874,41.3864,"3h","Good",28,"3h","Good",20,NA,NA,NA,"02/11/2018 4:00",1541127903
"Barcelona - Vall Hebron","Good",2.148,41.4261,"3h","Good",41,"3h","Good",14,NA,NA,NA,"02/11/2018 4:00",1541127903
"Barcelona - Palau Reial","Good",2.1151,41.3875,"3h","Good",43,"3h","Good",6,"4h","Good",9,"02/11/2018 4:00",1541127903
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"3h","Good",33,"4h","Good",9,"02/11/2018 4:00",1541127903
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"3h","Good",72,"3h","Good",2,"4h","Good",7,"02/11/2018 4:00",1541127903
"Barcelona - Sants","--",2.1331,41.3788,NA,NA,NA,"3h","--",NA,NA,NA,NA,"02/11/2018 5:00",1541131503
"Barcelona - Eixample","Good",2.1538,41.3853,"4h","Good",2,"4h","Good",52,"5h","Good",15,"02/11/2018 5:00",1541131503
"Barcelona - Gràcia","Good",2.1534,41.3987,"4h","Good",20,"4h","Good",33,NA,NA,NA,"02/11/2018 5:00",1541131503
"Barcelona - Ciutadella","Good",2.1874,41.3864,"4h","Good",14,"4h","Good",28,NA,NA,NA,"02/11/2018 5:00",1541131503
"Barcelona - Vall Hebron","Good",2.148,41.4261,"4h","Good",26,"4h","Good",31,NA,NA,NA,"02/11/2018 5:00",1541131503
"Barcelona - Palau Reial","Good",2.1151,41.3875,"4h","Good",30,"4h","Good",11,"5h","Good",9,"02/11/2018 5:00",1541131503
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"4h","Good",26,"5h","Good",10,"02/11/2018 5:00",1541131503
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"4h","Good",77,"4h","Good",1,"5h","Good",7,"02/11/2018 5:00",1541131503
"Barcelona - Sants","--",2.1331,41.3788,NA,NA,NA,"4h","--",NA,NA,NA,NA,"02/11/2018 6:00",1541135103
"Barcelona - Eixample","Good",2.1538,41.3853,"5h","Good",2,"5h","Good",48,"6h","Good",15,"02/11/2018 6:00",1541135103
"Barcelona - Gràcia","Good",2.1534,41.3987,"5h","Good",14,"5h","Good",37,NA,NA,NA,"02/11/2018 6:00",1541135103
"Barcelona - Ciutadella","Good",2.1874,41.3864,"5h","Good",8,"5h","Good",32,NA,NA,NA,"02/11/2018 6:00",1541135103
"Barcelona - Vall Hebron","Good",2.148,41.4261,"5h","Good",12,"5h","Good",53,NA,NA,NA,"02/11/2018 6:00",1541135103
"Barcelona - Palau Reial","Good",2.1151,41.3875,"5h","Good",30,"5h","Good",10,"6h","Good",9,"02/11/2018 6:00",1541135103
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"5h","Good",27,"6h","Good",10,"02/11/2018 6:00",1541135103
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"5h","Good",76,"5h","Good",1,"6h","Good",7,"02/11/2018 6:00",1541135103
"Barcelona - Sants","--",2.1331,41.3788,NA,NA,NA,"5h","--",NA,NA,NA,NA,"02/11/2018 7:00",1541138702
"Barcelona - Eixample","Good",2.1538,41.3853,"6h","Good",23,"6h","Good",30,"6h","Good",15,"02/11/2018 7:00",1541138702
"Barcelona - Gràcia","Good",2.1534,41.3987,"6h","Good",16,"6h","Good",40,NA,NA,NA,"02/11/2018 7:00",1541138702
"Barcelona - Ciutadella","Good",2.1874,41.3864,"6h","Good",8,"6h","Good",34,NA,NA,NA,"02/11/2018 7:00",1541138702
"Barcelona - Vall Hebron","Good",2.148,41.4261,"6h","Good",14,"6h","Good",39,NA,NA,NA,"02/11/2018 7:00",1541138702
"Barcelona - Palau Reial","Good",2.1151,41.3875,"6h","Good",30,"6h","Good",11,"6h","Good",9,"02/11/2018 7:00",1541138702
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"6h","Good",29,"6h","Good",10,"02/11/2018 7:00",1541138702
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"6h","Good",75,"6h","Good",1,"7h","Good",7,"02/11/2018 7:00",1541138702
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"7h","Good",38,NA,NA,NA,"02/11/2018 8:00",1541142303
"Barcelona - Eixample","Good",2.1538,41.3853,"7h","Good",2,"7h","Good",52,"8h","Good",15,"02/11/2018 8:00",1541142303
"Barcelona - Gràcia","Good",2.1534,41.3987,"7h","Good",2,"7h","Good",64,NA,NA,NA,"02/11/2018 8:00",1541142303
"Barcelona - Ciutadella","Good",2.1874,41.3864,"7h","Good",3,"7h","Good",46,NA,NA,NA,"02/11/2018 8:00",1541142303
"Barcelona - Vall Hebron","Good",2.148,41.4261,"7h","Good",6,"7h","Good",53,NA,NA,NA,"02/11/2018 8:00",1541142303
"Barcelona - Palau Reial","Good",2.1151,41.3875,"7h","Good",28,"7h","Good",17,"8h","Good",9,"02/11/2018 8:00",1541142303
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"7h","Good",35,"8h","Good",10,"02/11/2018 8:00",1541142303
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"7h","Good",78,"7h","Good",1,"8h","Good",7,"02/11/2018 8:00",1541142303
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"8h","Good",43,NA,NA,NA,"02/11/2018 9:00",1541145903
"Barcelona - Eixample","Good",2.1538,41.3853,"8h","Good",7,"8h","Good",52,"9h","Good",15,"02/11/2018 9:00",1541145903
"Barcelona - Gràcia","Good",2.1534,41.3987,"8h","Good",3,"8h","Good",65,NA,NA,NA,"02/11/2018 9:00",1541145903
"Barcelona - Ciutadella","Good",2.1874,41.3864,"8h","Good",2,"8h","Good",50,NA,NA,NA,"02/11/2018 9:00",1541145903
"Barcelona - Vall Hebron","Good",2.148,41.4261,"8h","Good",11,"8h","Good",50,NA,NA,NA,"02/11/2018 9:00",1541145903
"Barcelona - Palau Reial","Good",2.1151,41.3875,"8h","Good",18,"8h","Good",31,"9h","Good",9,"02/11/2018 9:00",1541145903
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"8h","Good",39,"9h","Good",11,"02/11/2018 9:00",1541145903
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"8h","Good",65,"8h","Good",2,"9h","Good",7,"02/11/2018 9:00",1541145903
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"9h","Good",45,NA,NA,NA,"02/11/2018 10:00",1541149503
"Barcelona - Eixample","Good",2.1538,41.3853,"9h","Good",7,"9h","Good",60,"10h","Good",15,"02/11/2018 10:00",1541149503
"Barcelona - Gràcia","Good",2.1534,41.3987,"9h","Good",4,"9h","Good",70,NA,NA,NA,"02/11/2018 10:00",1541149503
"Barcelona - Ciutadella","Good",2.1874,41.3864,"9h","Good",3,"9h","Good",59,NA,NA,NA,"02/11/2018 10:00",1541149503
"Barcelona - Vall Hebron","Good",2.148,41.4261,"9h","Good",8,"9h","Good",51,NA,NA,NA,"02/11/2018 10:00",1541149503
"Barcelona - Palau Reial","Good",2.1151,41.3875,"9h","Good",20,"9h","Good",27,"9h","Good",9,"02/11/2018 10:00",1541149503
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"9h","Good",40,"9h","Good",11,"02/11/2018 10:00",1541149503
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"9h","Good",67,"9h","Good",1,"10h","Good",7,"02/11/2018 10:00",1541149503
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"10h","Good",40,NA,NA,NA,"02/11/2018 11:00",1541153103
"Barcelona - Eixample","Good",2.1538,41.3853,"10h","Good",6,"10h","Good",61,"11h","Good",15,"02/11/2018 11:00",1541153103
"Barcelona - Gràcia","Good",2.1534,41.3987,"10h","Good",9,"10h","Good",65,NA,NA,NA,"02/11/2018 11:00",1541153103
"Barcelona - Ciutadella","Good",2.1874,41.3864,"10h","Good",3,"10h","Good",54,NA,NA,NA,"02/11/2018 11:00",1541153103
"Barcelona - Vall Hebron","Good",2.148,41.4261,"10h","Good",15,"10h","Good",42,NA,NA,NA,"02/11/2018 11:00",1541153103
"Barcelona - Palau Reial","Good",2.1151,41.3875,"10h","Good",15,"10h","Good",28,"11h","Good",9,"02/11/2018 11:00",1541153103
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"10h","Good",39,"11h","Good",12,"02/11/2018 11:00",1541153103
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"10h","Good",72,"10h","Good",1,"11h","Good",7,"02/11/2018 11:00",1541153103
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"11h","Good",39,NA,NA,NA,"02/11/2018 12:00",1541156703
"Barcelona - Eixample","Good",2.1538,41.3853,"11h","Good",4,"11h","Good",76,"12h","Good",16,"02/11/2018 12:00",1541156703
"Barcelona - Gràcia","Good",2.1534,41.3987,"11h","Good",9,"11h","Good",57,NA,NA,NA,"02/11/2018 12:00",1541156703
"Barcelona - Ciutadella","Good",2.1874,41.3864,"11h","Good",6,"11h","Good",48,NA,NA,NA,"02/11/2018 12:00",1541156703
"Barcelona - Vall Hebron","Good",2.148,41.4261,"11h","Good",33,"11h","Good",25,NA,NA,NA,"02/11/2018 12:00",1541156703
"Barcelona - Palau Reial","Good",2.1151,41.3875,"11h","Good",21,"11h","Good",24,"12h","Good",9,"02/11/2018 12:00",1541156703
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"11h","Good",39,"12h","Good",13,"02/11/2018 12:00",1541156703
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"11h","Good",75,"11h","Good",1,"12h","Good",7,"02/11/2018 12:00",1541156703
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"11h","Good",39,NA,NA,NA,"02/11/2018 12:00",1541160303
"Barcelona - Eixample","Good",2.1538,41.3853,"11h","Good",4,"11h","Good",76,"12h","Good",16,"02/11/2018 12:00",1541160303
"Barcelona - Gràcia","Good",2.1534,41.3987,"11h","Good",9,"11h","Good",57,NA,NA,NA,"02/11/2018 12:00",1541160303
"Barcelona - Ciutadella","Good",2.1874,41.3864,"11h","Good",6,"11h","Good",48,NA,NA,NA,"02/11/2018 12:00",1541160303
"Barcelona - Vall Hebron","Good",2.148,41.4261,"11h","Good",33,"11h","Good",25,NA,NA,NA,"02/11/2018 12:00",1541160303
"Barcelona - Palau Reial","Good",2.1151,41.3875,"11h","Good",21,"11h","Good",24,"12h","Good",9,"02/11/2018 12:00",1541160303
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"11h","Good",39,"12h","Good",13,"02/11/2018 12:00",1541160303
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"11h","Good",75,"11h","Good",1,"12h","Good",7,"02/11/2018 12:00",1541160303
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"13h","Good",19,NA,NA,NA,"02/11/2018 14:00",1541163903
"Barcelona - Eixample","Good",2.1538,41.3853,"13h","Good",21,"13h","Good",47,"14h","Good",17,"02/11/2018 14:00",1541163903
"Barcelona - Gràcia","Good",2.1534,41.3987,"13h","Good",28,"13h","Good",37,NA,NA,NA,"02/11/2018 14:00",1541163903
"Barcelona - Ciutadella","Good",2.1874,41.3864,"13h","Good",26,"13h","Good",29,NA,NA,NA,"02/11/2018 14:00",1541163903
"Barcelona - Vall Hebron","Good",2.148,41.4261,"13h","Good",44,"13h","Good",15,NA,NA,NA,"02/11/2018 14:00",1541163903
"Barcelona - Palau Reial","Good",2.1151,41.3875,"13h","Good",46,"13h","Good",5,"14h","Good",10,"02/11/2018 14:00",1541163903
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"13h","Good",43,"14h","Good",14,"02/11/2018 14:00",1541163903
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"13h","Good",65,"13h","Good",4,"14h","Good",7,"02/11/2018 14:00",1541163903
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"14h","Good",15,NA,NA,NA,"02/11/2018 15:00",1541167503
"Barcelona - Eixample","Good",2.1538,41.3853,"14h","Good",35,"14h","Good",36,"15h","Good",17,"02/11/2018 15:00",1541167503
"Barcelona - Gràcia","Good",2.1534,41.3987,"14h","Good",38,"14h","Good",31,NA,NA,NA,"02/11/2018 15:00",1541167503
"Barcelona - Ciutadella","Good",2.1874,41.3864,"14h","Good",31,"14h","Good",31,NA,NA,NA,"02/11/2018 15:00",1541167503
"Barcelona - Vall Hebron","Good",2.148,41.4261,"14h","Good",49,"14h","Good",14,NA,NA,NA,"02/11/2018 15:00",1541167503
"Barcelona - Palau Reial","Good",2.1151,41.3875,"14h","Good",48,"14h","Good",5,"15h","Good",10,"02/11/2018 15:00",1541167503
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"14h","Good",41,"15h","Good",15,"02/11/2018 15:00",1541167503
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"14h","Good",59,"14h","Good",6,"15h","Good",7,"02/11/2018 15:00",1541167503
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"15h","Good",20,NA,NA,NA,"02/11/2018 16:00",1541171103
"Barcelona - Eixample","Good",2.1538,41.3853,"15h","Good",34,"15h","Good",40,"16h","Good",17,"02/11/2018 16:00",1541171103
"Barcelona - Gràcia","Good",2.1534,41.3987,"15h","Good",42,"15h","Good",27,NA,NA,NA,"02/11/2018 16:00",1541171103
"Barcelona - Ciutadella","Good",2.1874,41.3864,"15h","Good",28,"15h","Good",38,NA,NA,NA,"02/11/2018 16:00",1541171103
"Barcelona - Vall Hebron","Good",2.148,41.4261,"15h","Good",50,"15h","Good",15,NA,NA,NA,"02/11/2018 16:00",1541171103
"Barcelona - Palau Reial","Good",2.1151,41.3875,"15h","Good",45,"15h","Good",11,"15h","Good",10,"02/11/2018 16:00",1541171103
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"15h","Good",35,"15h","Good",15,"02/11/2018 16:00",1541171103
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"15h","Good",59,"15h","Good",8,"16h","Good",7,"02/11/2018 16:00",1541171103
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"16h","Good",13,NA,NA,NA,"02/11/2018 17:00",1541174703
"Barcelona - Eixample","Good",2.1538,41.3853,"16h","Good",33,"16h","Good",46,"17h","Good",17,"02/11/2018 17:00",1541174703
"Barcelona - Gràcia","Good",2.1534,41.3987,"16h","Good",48,"16h","Good",25,NA,NA,NA,"02/11/2018 17:00",1541174703
"Barcelona - Ciutadella","Good",2.1874,41.3864,"16h","Good",42,"16h","Good",29,NA,NA,NA,"02/11/2018 17:00",1541174703
"Barcelona - Vall Hebron","Good",2.148,41.4261,"16h","Good",49,"16h","Good",15,NA,NA,NA,"02/11/2018 17:00",1541174703
"Barcelona - Palau Reial","Good",2.1151,41.3875,"16h","Good",55,"16h","Good",5,"17h","Good",10,"02/11/2018 17:00",1541174703
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"16h","Good",30,"17h","Good",15,"02/11/2018 17:00",1541174703
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"16h","Good",66,"16h","Good",5,"17h","Good",7,"02/11/2018 17:00",1541174703
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"17h","Good",54,NA,NA,NA,"02/11/2018 18:00",1541178303
"Barcelona - Eixample","Good",2.1538,41.3853,"17h","Good",11,"17h","Good",76,"18h","Good",17,"02/11/2018 18:00",1541178303
"Barcelona - Gràcia","Good",2.1534,41.3987,"17h","Good",28,"17h","Good",56,NA,NA,NA,"02/11/2018 18:00",1541178303
"Barcelona - Ciutadella","Good",2.1874,41.3864,"17h","Good",60,"17h","Good",18,NA,NA,NA,"02/11/2018 18:00",1541178303
"Barcelona - Vall Hebron","Good",2.148,41.4261,"17h","Good",48,"17h","Good",25,NA,NA,NA,"02/11/2018 18:00",1541178303
"Barcelona - Palau Reial","Good",2.1151,41.3875,"17h","Good",33,"17h","Good",33,"18h","Good",10,"02/11/2018 18:00",1541178303
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"17h","Good",35,"18h","Good",15,"02/11/2018 18:00",1541178303
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"17h","Good",56,"17h","Good",18,"18h","Good",7,"02/11/2018 18:00",1541178303
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"18h","Good",41,NA,NA,NA,"02/11/2018 19:00",1541181903
"Barcelona - Eixample","Good",2.1538,41.3853,"18h","Good",8,"18h","Good",79,"19h","Good",17,"02/11/2018 19:00",1541181903
"Barcelona - Gràcia","Good",2.1534,41.3987,"18h","Good",23,"18h","Good",63,NA,NA,NA,"02/11/2018 19:00",1541181903
"Barcelona - Ciutadella","Good",2.1874,41.3864,"18h","Good",39,"18h","Good",30,NA,NA,NA,"02/11/2018 19:00",1541181903
"Barcelona - Vall Hebron","Good",2.148,41.4261,"18h","Good",30,"18h","Good",52,NA,NA,NA,"02/11/2018 19:00",1541181903
"Barcelona - Palau Reial","Good",2.1151,41.3875,"18h","Good",27,"18h","Good",43,"18h","Good",10,"02/11/2018 19:00",1541181903
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"18h","Good",55,"18h","Good",15,"02/11/2018 19:00",1541181903
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"18h","Good",19,"18h","Good",60,"19h","Good",7,"02/11/2018 19:00",1541181903
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"19h","Good",65,NA,NA,NA,"02/11/2018 20:00",1541185503
"Barcelona - Eixample","Good",2.1538,41.3853,"19h","Good",2,"19h","Good",89,"20h","Good",17,"02/11/2018 20:00",1541185503
"Barcelona - Gràcia","Good",2.1534,41.3987,"19h","Good",8,"19h","Good",75,NA,NA,NA,"02/11/2018 20:00",1541185503
"Barcelona - Ciutadella","Good",2.1874,41.3864,"19h","Good",9,"19h","Good",61,NA,NA,NA,"02/11/2018 20:00",1541185503
"Barcelona - Vall Hebron","Good",2.148,41.4261,"19h","Good",4,"19h","Good",84,NA,NA,NA,"02/11/2018 20:00",1541185503
"Barcelona - Palau Reial","Good",2.1151,41.3875,"19h","Good",1,"19h","Good",76,"20h","Good",10,"02/11/2018 20:00",1541185503
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"19h","Good",88,"20h","Good",16,"02/11/2018 20:00",1541185503
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"19h","Good",44,"19h","Good",35,"20h","Good",7,"02/11/2018 20:00",1541185503
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"20h","Good",83,NA,NA,NA,"02/11/2018 21:00",1541189103
"Barcelona - Eixample","Moderate",2.1538,41.3853,"20h","Good",1,"20h","Moderate",92,"21h","Good",17,"02/11/2018 21:00",1541189103
"Barcelona - Gràcia","Good",2.1534,41.3987,"20h","Good",2,"20h","Good",85,NA,NA,NA,"02/11/2018 21:00",1541189103
"Barcelona - Ciutadella","Good",2.1874,41.3864,"19h","Good",9,"19h","Good",61,NA,NA,NA,"02/11/2018 21:00",1541189103
"Barcelona - Vall Hebron","Good",2.148,41.4261,"20h","Good",11,"20h","Good",67,NA,NA,NA,"02/11/2018 21:00",1541189103
"Barcelona - Palau Reial","Good",2.1151,41.3875,"20h","Good",1,"20h","Good",76,"21h","Good",10,"02/11/2018 21:00",1541189103
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"20h","Good",84,"21h","Good",16,"02/11/2018 21:00",1541189103
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"20h","Good",49,"20h","Good",21,"21h","Good",7,"02/11/2018 21:00",1541189103
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"21h","Good",75,NA,NA,NA,"02/11/2018 22:00",1541192703
"Barcelona - Eixample","Good",2.1538,41.3853,"21h","Good",2,"21h","Good",88,"22h","Good",18,"02/11/2018 22:00",1541192703
"Barcelona - Gràcia","Good",2.1534,41.3987,"21h","Good",4,"21h","Good",68,NA,NA,NA,"02/11/2018 22:00",1541192703
"Barcelona - Ciutadella","--",2.1874,41.3864,"20h","--",NA,"20h","--",NA,NA,NA,NA,"02/11/2018 22:00",1541192703
"Barcelona - Vall Hebron","Good",2.148,41.4261,"21h","Good",11,"21h","Good",53,NA,NA,NA,"02/11/2018 22:00",1541192703
"Barcelona - Palau Reial","Good",2.1151,41.3875,"21h","Good",21,"21h","Good",40,"21h","Good",10,"02/11/2018 22:00",1541192703
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"21h","Good",83,"21h","Good",16,"02/11/2018 22:00",1541192703
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"21h","Good",33,"21h","Good",28,"22h","Good",7,"02/11/2018 22:00",1541192703
"Barcelona - Sants","--",2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02/11/2018 23:00",1541196303
"Barcelona - Eixample","Good",2.1538,41.3853,NA,NA,NA,NA,NA,NA,"23h","Good",18,"02/11/2018 23:00",1541196303
"Barcelona - Gràcia","--",2.1534,41.3987,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02/11/2018 23:00",1541196303
"Barcelona - Ciutadella","--",2.1874,41.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02/11/2018 23:00",1541196303
"Barcelona - Vall Hebron","--",2.148,41.4261,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02/11/2018 23:00",1541196303
"Barcelona - Palau Reial","Good",2.1151,41.3875,NA,NA,NA,NA,NA,NA,"23h","Good",10,"02/11/2018 23:00",1541196303
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,NA,NA,NA,"23h","Good",16,"02/11/2018 23:00",1541196303
"Barcelona - Observ Fabra","Good",2.1239,41.4183,NA,NA,NA,NA,NA,NA,"23h","Good",7,"02/11/2018 23:00",1541196303
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"0h","Good",61,NA,NA,NA,"03/11/2018 0:00",1541199903
"Barcelona - Eixample","Good",2.1538,41.3853,"0h","Good",2,"0h","Good",76,"0h","Good",19,"03/11/2018 0:00",1541199903
"Barcelona - Gràcia","Good",2.1534,41.3987,"0h","Good",3,"0h","Good",72,NA,NA,NA,"03/11/2018 0:00",1541199903
